"","Age","Location","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Mileage","Engine","Power","Seats","Price","Brand"
"3044",12,"Pune",50001,"Diesel","Automatic","First",14.57,2967,241.38,5,29,"Audi"
"3045",8,"Coimbatore",93166,"Diesel","Manual","Second",14.02,2179,118.3,7,5.85,"Mahindra"
"3046",18,"Kochi",99583,"Petrol","Automatic","Third",12,1493,100,5,2.21,"Honda"
"3047",14,"Mumbai",72000,"Petrol","Manual","First",15.5,1586,103.3,5,2.4,"Maruti"
"3048",15,"Pune",70000,"Petrol","Manual","Third",14.53,1798,138.1,5,3,"Toyota"
"3049",12,"Pune",61000,"Petrol","Automatic","Second",14.4,1598,103.6,5,3.75,"Volkswagen"
"3051",13,"Hyderabad",84062,"Diesel","Manual","First",20,1968,108.5,5,5.8,"Skoda"
"3052",12,"Hyderabad",80799,"Diesel","Manual","First",22.9,1248,74,5,4.9,"Maruti"
"3054",11,"Hyderabad",92000,"Diesel","Manual","First",12.99,2494,100,8,12.5,"Toyota"
"3055",7,"Hyderabad",53000,"Diesel","Manual","First",27.28,1047,69,5,5,"Tata"
"3057",8,"Mumbai",29000,"Diesel","Automatic","First",10.91,3198,197,7,29.8,"Ford"
"3058",7,"Kochi",24214,"Petrol","Manual","Second",25.17,799,53.3,5,3.46,"Renault"
"3059",12,"Pune",75000,"Diesel","Manual","First",23,1396,90,5,4,"Hyundai"
"3062",9,"Delhi",61000,"Diesel","Manual","First",15.4,2179,120,8,9.5,"Mahindra"
"3063",11,"Chennai",44000,"Diesel","Automatic","First",14.16,1968,174.3,5,32.5,"Audi"
"3064",10,"Coimbatore",74041,"Diesel","Manual","First",18.2,1248,73.8,8,3.88,"Chevrolet"
"3065",11,"Coimbatore",85846,"Diesel","Automatic","First",22.69,1995,190,5,13.08,"BMW"
"3067",14,"Mumbai",47000,"Petrol","Manual","Second",12.8,2354,177.6,5,3.5,"Honda"
"3069",9,"Jaipur",15000,"Petrol","Manual","First",16.8,796,34.2,8,2.35,"Maruti"
"3070",9,"Kolkata",480000,"Petrol","Manual","First",17.4,1497,117.3,5,5,"Honda"
"3073",9,"Mumbai",57000,"Diesel","Manual","First",22.54,1396,88.73,5,6.35,"Hyundai"
"3074",9,"Kochi",41057,"Diesel","Automatic","First",13,2143,201.1,5,24.63,"Mercedes-Benz"
"3075",12,"Pune",92000,"CNG","Manual","Second",26.2,998,58.2,5,3,"Maruti"
"3077",13,"Mumbai",52359,"Petrol","Manual","First",18.5,1197,80,5,3.25,"Hyundai"
"3078",8,"Delhi",17000,"Petrol","Manual","Second",17.8,1497,117.3,5,8.25,"Honda"
"3080",14,"Pune",129986,"Diesel","Manual","Second",20,1399,68,5,3.2,"Ford"
"3082",11,"Kolkata",41300,"Diesel","Manual","First",17.8,1248,82.01410609,5,3.38,"Maruti"
"3083",15,"Ahmedabad",82002,"Petrol","Manual","Second",12.8,2354,177.6,5,5.75,"Honda"
"3084",14,"Mumbai",67000,"Petrol","Automatic","First",13.7,1798,157.75,5,4.7,"Skoda"
"3085",7,"Hyderabad",21260,"Petrol","Manual","First",14,796,35,5,2.9,"Maruti"
"3086",12,"Ahmedabad",55362,"Diesel","Manual","First",21.9,1396,88.8,5,4.25,"Hyundai"
"3088",8,"Kochi",45725,"Diesel","Manual","First",25.2,1248,74,5,5.34,"Maruti"
"3089",10,"Jaipur",105000,"Diesel","Manual","First",25.2,1248,74,5,3.85,"Maruti"
"3090",15,"Hyderabad",156056,"Diesel","Manual","First",12.8,2494,102,8,8.5,"Toyota"
"3092",8,"Delhi",67000,"Diesel","Manual","First",20.77,1248,88.7,7,6.75,"Maruti"
"3093",8,"Jaipur",90000,"Diesel","Automatic","First",10.91,3198,197.2,7,26,"Ford"
"3094",5,"Coimbatore",32251,"Diesel","Manual","First",22.54,1396,88.73,5,8.61,"Hyundai"
"3095",15,"Mumbai",47000,"Petrol","Manual","First",19,998,67.1,5,1.46,"Maruti"
"3096",13,"Mumbai",75308,"Diesel","Manual","Second",21.1,1248,73.9,5,2.8,"Maruti"
"3097",6,"Kochi",44202,"CNG","Manual","First",32.26,998,58.2,4,4,"Maruti"
"3098",10,"Mumbai",58000,"Petrol","Manual","First",17,1497,118,5,5.47,"Honda"
"3099",15,"Mumbai",60000,"Petrol","Manual","First",17.5,1298,85.8,5,2.45,"Maruti"
"3100",10,"Hyderabad",45000,"Diesel","Automatic","First",17.05,1995,184,5,21.5,"BMW"
"3101",14,"Mumbai",41195,"Petrol","Manual","First",15,1368,90,5,1.38,"Tata"
"3103",15,"Bangalore",60510,"Petrol","Automatic","Second",16.95,1197,78.9,5,3.1,"Hyundai"
"3104",8,"Mumbai",8500,"Petrol","Manual","First",21.4,1197,83.1,5,5.49,"Maruti"
"3105",7,"Kochi",35981,"Diesel","Manual","First",24.3,1248,88.5,5,9.51,"Maruti"
"3106",12,"Mumbai",23152,"Petrol","Manual","First",15.6,1196,70.02,5,2.39,"Ford"
"3108",10,"Mumbai",61529,"Petrol","Automatic","First",18.19,1197,103.5,5,5.65,"Volkswagen"
"3110",5,"Kochi",14298,"Petrol","Automatic","First",13.33,2995,340,5,2.02,"Porsche"
"3111",11,"Hyderabad",83327,"Diesel","Manual","First",19.3,1248,73.9,5,5.8,"Maruti"
"3112",7,"Hyderabad",22857,"Petrol","Manual","First",16.2,1199,74,5,6.9,"Volkswagen"
"3113",11,"Chennai",34620,"Petrol","Manual","Second",17.01,1591,121.3,5,5.35,"Hyundai"
"3114",14,"Bangalore",56000,"Petrol","Manual","First",19.81,1086,68.05,5,2.85,"Hyundai"
"3115",10,"Chennai",81000,"Diesel","Automatic","First",13,2143,204,5,22.75,"Mercedes-Benz"
"3117",11,"Coimbatore",32776,"Petrol","Manual","First",20.36,1197,78.9,5,4.64,"Hyundai"
"3119",8,"Jaipur",36000,"Diesel","Manual","First",14.1,2179,148,7,10,"Tata"
"3120",9,"Mumbai",22000,"Petrol","Manual","First",18.5,1198,86.8,5,3.95,"Honda"
"3121",14,"Kochi",30754,"Petrol","Manual","First",17,1197,80,5,3.38,"Hyundai"
"3122",6,"Coimbatore",37109,"Petrol","Manual","First",14.69,1390,120.33,5,16.8,"Volkswagen"
"3125",8,"Coimbatore",55115,"Diesel","Automatic","First",14.74,2993,270.9,5,36.15,"Jaguar"
"3127",11,"Coimbatore",130790,"Diesel","Manual","First",16,2179,140,7,9.24,"Mahindra"
"3128",9,"Delhi",16607,"Diesel","Manual","First",22.7,1598,118,5,7.65,"Maruti"
"3129",9,"Coimbatore",32205,"Diesel","Automatic","First",17.11,1968,174.33,5,25.31,"Audi"
"3131",10,"Coimbatore",57676,"Petrol","Manual","First",19.1,1197,85.8,5,6.69,"Maruti"
"3132",12,"Mumbai",41000,"Petrol","Manual","First",16.47,1198,73.9,5,3.1,"Volkswagen"
"3134",5,"Coimbatore",12153,"Petrol","Automatic","First",18.9,1197,81.86,5,6.84,"Hyundai"
"3135",10,"Hyderabad",16810,"Petrol","Manual","First",25.4,624,37.5,4,1.6,"Tata"
"3136",7,"Kochi",61221,"Petrol","Automatic","First",17.84,1395,147.51,5,21.73,"Audi"
"3137",9,"Mumbai",22000,"Petrol","Manual","First",16.47,1198,74,5,4.75,"Volkswagen"
"3138",9,"Chennai",63714,"Petrol","Manual","First",22.74,796,47.3,5,2.45,"Maruti"
"3139",5,"Kochi",14857,"Diesel","Automatic","First",20.7,1496,113.98,5,31.55,"Mini"
"3140",12,"Delhi",69000,"Diesel","Automatic","Second",15.2,1968,140.8,5,10.25,"Audi"
"3142",11,"Hyderabad",100000,"Petrol","Manual","Second",15.8,1499,110,5,6.5,"Ford"
"3143",8,"Jaipur",22000,"Petrol","Manual","First",18.9,1197,82,5,4.25,"Hyundai"
"3144",10,"Mumbai",10000,"Petrol","Manual","First",18.2,1199,82.4,5,5.5,"Chevrolet"
"3145",9,"Kolkata",107000,"Petrol","Manual","First",20.85,1197,83.14,5,4,"Maruti"
"3146",7,"Kochi",48198,"Petrol","Manual","First",17.57,1193,88.7,5,4.65,"Tata"
"3147",9,"Delhi",15000,"Diesel","Automatic","First",19.27,2143,170,5,28.5,"Mercedes-Benz"
"3149",11,"Hyderabad",85388,"Diesel","Manual","First",21.1,1248,73.9,5,3.9,"Maruti"
"3150",7,"Jaipur",14700,"Petrol","Manual","First",18.9,1197,81.86,5,5.6,"Hyundai"
"3153",10,"Coimbatore",82536,"Diesel","Automatic","First",14.74,2993,270.9,5,28.63,"Jaguar"
"3154",11,"Delhi",82000,"Petrol","Automatic","First",13.7,1798,157.75,5,7.25,"Skoda"
"3155",18,"Pune",52000,"Petrol","Manual","Second",18.9,998,67.1,5,2,"Maruti"
"3156",13,"Mumbai",20000,"Petrol","Manual","First",16.47,1198,73.9,5,3.5,"Volkswagen"
"3157",13,"Hyderabad",55000,"Petrol","Manual","First",14.8,1799,130.2,5,5,"Honda"
"3158",9,"Ahmedabad",47001,"CNG","Manual","First",20,1196,63,5,3.72,"Maruti"
"3159",10,"Chennai",52000,"Petrol","Manual","First",22.5,998,67.04,5,3.45,"Maruti"
"3160",11,"Kolkata",43284,"Diesel","Manual","First",23.4,1248,74,5,4.5,"Maruti"
"3161",6,"Coimbatore",23875,"Petrol","Automatic","First",13,1591,121.3,5,14.36,"Hyundai"
"3162",8,"Bangalore",51866,"Petrol","Manual","First",18.9,1197,82,5,5.5,"Hyundai"
"3164",7,"Coimbatore",62788,"Petrol","Manual","First",18.9,1197,81.86,5,6.08,"Hyundai"
"3165",11,"Chennai",150000,"Diesel","Manual","First",20.54,1598,103.6,5,5,"Volkswagen"
"3167",22,"Chennai",67000,"Petrol","Manual","Third",0,999,79.10867954,5,1.2,"Hyundai"
"3168",6,"Pune",20300,"Diesel","Automatic","First",11.36,2755,171.5,7,18,"Toyota"
"3169",9,"Pune",48300,"Diesel","Automatic","First",20,2143,107.3,5,17.5,"Mercedes-Benz"
"3170",11,"Pune",30000,"Petrol","Manual","First",21.1,814,55.2,5,2.1,"Hyundai"
"3171",12,"Bangalore",36000,"Diesel","Manual","Second",22.7,1582,126.24,5,7.5,"Hyundai"
"3172",9,"Kochi",27641,"Diesel","Automatic","Second",20.7,1496,113.98,4,24.77,"Mini"
"3173",9,"Bangalore",60000,"Diesel","Manual","First",19.64,1461,108.45,5,8.65,"Renault"
"3175",10,"Delhi",60750,"Petrol","Manual","First",14.28,1798,138.03,5,10.5,"Toyota"
"3176",6,"Delhi",9000,"Diesel","Manual","First",14,2179,155,7,13,"Mahindra"
"3178",20,"Ahmedabad",60000,"Petrol","Manual","Second",17.3,1061,64,5,1.4,"Maruti"
"3179",7,"Kochi",38424,"Petrol","Manual","First",17.8,1497,117.3,5,7.51,"Honda"
"3181",9,"Mumbai",19000,"Petrol","Automatic","First",18,1497,117.3,5,8.95,"Honda"
"3183",8,"Coimbatore",65257,"Diesel","Manual","First",19.01,1461,108.45,5,9.75,"Renault"
"3184",14,"Jaipur",130000,"Diesel","Manual","Second",19.3,1248,73.9,5,4,"Maruti"
"3185",13,"Hyderabad",79000,"Diesel","Manual","First",23.2,1248,73.94,5,3.65,"Maruti"
"3186",11,"Chennai",78000,"Diesel","Manual","First",15.1,2179,140,7,10.75,"Mahindra"
"3187",9,"Kochi",49133,"Petrol","Manual","First",19.4,1198,86.8,5,4.51,"Honda"
"3188",8,"Coimbatore",22769,"Diesel","Automatic","First",0,2987,165,5,49.22,"Mercedes-Benz"
"3189",10,"Coimbatore",54448,"Diesel","Manual","First",21.02,1248,88.8,5,3.7,"Tata"
"3191",9,"Delhi",62088,"Petrol","Manual","First",18.6,1197,85.8,5,4.15,"Maruti"
"3192",12,"Kolkata",14800,"Petrol","Manual","First",17.01,1591,121.3,5,4.4,"Hyundai"
"3193",9,"Kolkata",26000,"Petrol","Manual","First",17.3,1497,117.3,7,4.25,"Honda"
"3197",7,"Mumbai",11000,"Petrol","Manual","First",17.4,1497,117.3,5,8.5,"Honda"
"3198",16,"Jaipur",62000,"Petrol","Automatic","First",9.5,2997,231.1,5,7,"Mercedes-Benz"
"3200",11,"Delhi",71000,"Diesel","Manual","First",13,2982,168.5,7,15.25,"Toyota"
"3201",16,"Hyderabad",51366,"Petrol","Manual","First",19,998,66.1,5,2.25,"Maruti"
"3202",8,"Kolkata",46300,"Diesel","Manual","First",14.07,1948,83.1,7,4.85,"Tata"
"3203",12,"Coimbatore",60908,"Petrol","Automatic","Second",15.6,1497,116.3,5,6.42,"Honda"
"3204",12,"Chennai",93450,"Diesel","Manual","Second",23.19,1461,63.12,5,2.5,"Nissan"
"3205",13,"Hyderabad",104000,"Diesel","Automatic","First",19.08,1582,126.32,5,5.75,"Hyundai"
"3206",21,"Pune",52000,"Petrol","Manual","First",16.1,796,37,4,0.5,"Maruti"
"3207",9,"Coimbatore",42999,"Diesel","Manual","First",15.1,2179,140,7,11.52,"Mahindra"
"3208",10,"Delhi",90000,"Diesel","Manual","First",21.5,1248,88.8,5,4.5,"Maruti"
"3209",11,"Bangalore",72000,"Petrol","Automatic","First",15,1396,98.6,5,4.75,"Hyundai"
"3210",5,"Coimbatore",54321,"Diesel","Manual","First",19.67,1582,126.2,5,13.54,"Hyundai"
"3211",9,"Kochi",59630,"Diesel","Automatic","First",13,2143,201.1,5,23.41,"Mercedes-Benz"
"3212",11,"Hyderabad",116000,"Diesel","Automatic","Second",12.55,2982,168.5,7,19.25,"Toyota"
"3214",13,"Delhi",70000,"Diesel","Automatic","First",14.21,2143,203,5,13,"Mercedes-Benz"
"3216",9,"Pune",110000,"Diesel","Manual","First",25.8,1498,98.6,5,4.65,"Honda"
"3218",11,"Kolkata",60000,"Petrol","Manual","First",18.6,1197,85.8,5,3.15,"Maruti"
"3220",12,"Bangalore",63000,"Diesel","Automatic","Second",11.49,4367,335.3,5,65,"Land"
"3222",7,"Kolkata",15050,"Diesel","Manual","First",16.3,1956,170,5,17.5,"Jeep"
"3224",8,"Kochi",25238,"Petrol","Manual","First",18.7,1199,88.7,5,6.2,"Honda"
"3225",13,"Chennai",79000,"Diesel","Manual","First",23.59,1364,78.64184989,5,4.67,"Toyota"
"3226",13,"Kochi",58752,"Petrol","Manual","First",16.47,1198,73.9,5,3.32,"Volkswagen"
"3227",13,"Delhi",62000,"Petrol","Automatic","First",12.9,1799,130,5,3.75,"Honda"
"3228",11,"Bangalore",132000,"Petrol","Manual","First",16.78,1496,88.73,5,4.7,"Toyota"
"3229",8,"Chennai",51000,"Petrol","Manual","First",17.01,1591,121.3,5,6.5,"Hyundai"
"3230",15,"Hyderabad",185200,"Diesel","Manual","First",12.8,2494,102,8,7.25,"Toyota"
"3231",8,"Coimbatore",61717,"Diesel","Manual","First",22.7,1598,118,5,8.94,"Maruti"
"3232",6,"Kolkata",8896,"Petrol","Manual","First",19,1194,94.68,5,7.34,"Ford"
"3233",8,"Delhi",17000,"Petrol","Manual","First",21.4,1197,83.1,5,6.9,"Maruti"
"3234",8,"Mumbai",31378,"Petrol","Manual","First",18.2,1199,88.7,5,5.9,"Honda"
"3236",10,"Ahmedabad",81000,"Diesel","Manual","First",25.8,1498,98.6,5,4.1,"Honda"
"3238",10,"Mumbai",35000,"Petrol","Manual","First",15,1598,103.52,5,4.5,"Skoda"
"3239",11,"Kolkata",60001,"Diesel","Automatic","First",17.11,1968,174.33,5,14.5,"Audi"
"3240",10,"Jaipur",75074,"Diesel","Manual","First",23.4,1248,74,5,5.25,"Maruti"
"3241",12,"Kolkata",80000,"Diesel","Manual","Second",22.3,1248,74,5,1.2,"Tata"
"3242",18,"Jaipur",147350,"Diesel","Manual","Second",12.99,2494,100.6,8,4.95,"Toyota"
"3248",8,"Kochi",40810,"Diesel","Manual","First",28.09,1248,88.5,5,7.9,"Maruti"
"3249",16,"Bangalore",35268,"Petrol","Manual","Second",0,1086,62,5,1.88,"Hyundai"
"3250",6,"Coimbatore",34630,"Petrol","Automatic","First",21.4,1197,83.1,5,7.29,"Maruti"
"3251",12,"Hyderabad",45122,"Diesel","Manual","First",23.5,1498,88.7,5,6,"Ford"
"3252",13,"Chennai",126000,"Diesel","Manual","Third",16,2179,140,7,6.7,"Mahindra"
"3253",15,"Jaipur",63000,"Petrol","Manual","First",19.7,796,46.3,5,1.5,"Maruti"
"3254",8,"Kochi",32298,"Diesel","Automatic","First",20.7,1496,113.98,4,23.8,"Mini"
"3256",12,"Coimbatore",43337,"Petrol","Manual","First",17.92,1086,62.1,5,3.32,"Hyundai"
"3257",9,"Kochi",46561,"Diesel","Manual","First",22.9,1248,74,5,4.94,"Maruti"
"3260",11,"Kochi",56263,"Diesel","Manual","First",22.9,1248,74,5,4.17,"Maruti"
"3261",19,"Hyderabad",84060,"Petrol","Manual","Second",17.3,993,60,5,1.25,"Maruti"
"3262",8,"Mumbai",9000,"Petrol","Automatic","First",18.9,1197,82,5,5.45,"Hyundai"
"3263",12,"Jaipur",79000,"Diesel","Manual","First",21.12,1248,88.8,5,2.59,"Tata"
"3264",9,"Pune",87900,"Diesel","Manual","First",16,2179,140,7,12.01,"Mahindra"
"3265",14,"Delhi",72425,"Petrol","Manual","Second",17.5,1197,85.8,5,2.45,"Maruti"
"3268",14,"Hyderabad",107000,"Diesel","Automatic","First",14.84,2143,170,5,11.99,"Mercedes-Benz"
"3269",9,"Delhi",51000,"Petrol","Automatic","First",18,1497,117.3,5,7.9,"Honda"
"3270",14,"Pune",140000,"Diesel","Manual","Third",12.8,2494,102,7,6.25,"Toyota"
"3271",13,"Pune",48000,"Petrol","Manual","Second",18.6,1199,79.4,5,1.8,"Chevrolet"
"3272",11,"Delhi",62000,"CNG","Manual","First",26.6,998,58.16,5,2.8,"Maruti"
"3274",14,"Jaipur",75055,"Petrol","Manual","First",18.06,1198,75,5,2.25,"Nissan"
"3277",6,"Kolkata",17000,"Diesel","Manual","First",26.1,1498,99,5,5.65,"Ford"
"3278",10,"Jaipur",57000,"Diesel","Manual","First",20.77,1248,88.8,7,7,"Maruti"
"3279",8,"Hyderabad",9370,"Petrol","Manual","First",22.74,796,47.3,5,2.95,"Maruti"
"3280",11,"Chennai",53226,"Petrol","Manual","First",19.4,1198,86.8,5,3.3,"Honda"
"3281",14,"Hyderabad",120000,"Diesel","Manual","Second",16.2,1493,110,5,3.5,"Hyundai"
"3282",17,"Jaipur",75055,"Petrol","Manual","First",12.8,1493,100,5,2.3,"Honda"
"3283",7,"Coimbatore",37247,"Diesel","Manual","First",19.67,1582,126.2,5,13.69,"Hyundai"
"3284",11,"Delhi",64000,"Diesel","Manual","First",23.59,1364,67.06,5,3.1,"Toyota"
"3286",7,"Pune",40158,"Diesel","Manual","First",19.67,1582,126.2,5,13.75,"Hyundai"
"3288",10,"Chennai",70010,"Diesel","Manual","First",20.54,1598,103.6,5,5.25,"Volkswagen"
"3290",7,"Kochi",57259,"Diesel","Manual","First",18.49,1493,100,7,8.87,"Mahindra"
"3291",14,"Bangalore",84000,"Petrol","Automatic","Second",11.1,2354,142,5,6.5,"Honda"
"3292",12,"Pune",168000,"Diesel","Manual","First",20.77,1248,88.76,7,4.5,"Maruti"
"3293",12,"Hyderabad",73670,"Diesel","Manual","First",12.83,2696,162,7,12.5,"Mahindra"
"3294",10,"Delhi",89540,"Diesel","Automatic","First",12.55,2982,168.5,7,16.8,"Toyota"
"3295",8,"Hyderabad",85423,"Diesel","Manual","First",20.77,1248,88.8,7,8.75,"Maruti"
"3296",11,"Pune",48823,"Diesel","Automatic","First",19.5,1582,126.24,5,8.5,"Hyundai"
"3298",12,"Jaipur",126000,"Petrol","Manual","First",16.8,796,34.2,5,1.6,"Maruti"
"3299",8,"Delhi",19000,"Petrol","Automatic","First",15.5,1198,86.7,5,6.25,"Honda"
"3301",5,"Kochi",29836,"Diesel","Automatic","First",17.9,2143,136,5,25.75,"Mercedes-Benz"
"3302",14,"Ahmedabad",48002,"Petrol","Manual","Second",13.14,1798,157.8,5,6.75,"Skoda"
"3303",9,"Ahmedabad",52324,"Diesel","Manual","First",28.09,1248,88.5,5,6.25,"Maruti"
"3304",11,"Delhi",65000,"Diesel","Manual","First",22.7,1498,89.84,5,5.1,"Ford"
"3306",8,"Hyderabad",75700,"Diesel","Manual","First",24,1120,70,5,5.7,"Hyundai"
"3307",11,"Bangalore",43000,"Diesel","Manual","First",20.5,1598,105,5,5.95,"Volkswagen"
"3308",12,"Kochi",42706,"Diesel","Manual","First",25.44,936,56.3,5,2.4,"Chevrolet"
"3309",11,"Mumbai",35000,"Diesel","Manual","First",17.21,1493,100,7,3.49,"Mahindra"
"3310",13,"Hyderabad",54348,"Petrol","Automatic","First",19.2,1197,80,5,4,"Hyundai"
"3311",11,"Delhi",84000,"Diesel","Manual","First",23.59,1364,67.04,5,3.85,"Toyota"
"3313",11,"Jaipur",75049,"Petrol","Manual","Second",20.36,1197,78.9,5,3,"Hyundai"
"3315",8,"Coimbatore",22767,"Petrol","Manual","First",18.5,1197,85.8,5,6.14,"Maruti"
"3316",12,"Bangalore",58000,"Petrol","Automatic","Second",15,1396,98.6,5,4.4,"Hyundai"
"3318",14,"Kochi",50161,"Petrol","Automatic","First",8.77,4395,402,5,25.93,"BMW"
"3319",8,"Kolkata",45000,"Diesel","Manual","First",22.7,1598,118,5,7,"Maruti"
"3320",7,"Coimbatore",68319,"Diesel","Automatic","First",12.55,2982,168.5,7,25.12,"Toyota"
"3322",13,"Kolkata",38277,"Diesel","Manual","First",21.9,1396,90,5,2.4,"Hyundai"
"3323",12,"Pune",115000,"Diesel","Manual","Second",20.54,1598,103.6,5,4.33,"Volkswagen"
"3324",7,"Coimbatore",46849,"Petrol","Automatic","First",18.5,1197,83.14,5,6.93,"Maruti"
"3325",10,"Ahmedabad",64000,"Diesel","Manual","First",21.9,1396,90,5,4.25,"Hyundai"
"3326",14,"Pune",130923,"Diesel","Automatic","First",14.21,2143,203,5,12.5,"Mercedes-Benz"
"3327",9,"Chennai",15000,"Petrol","Manual","First",18.9,1197,82,5,4.9,"Hyundai"
"3329",8,"Jaipur",12500,"Petrol","Manual","First",25.17,799,53.3,5,3,"Renault"
"3330",9,"Chennai",59800,"Petrol","Automatic","First",16.9,1197,82,5,5.8,"Hyundai"
"3331",13,"Pune",54211,"Petrol","Manual","First",15.04,1598,103.6,5,3.33,"Volkswagen"
"3332",9,"Kochi",62242,"Diesel","Automatic","First",14.39,1998,163.7,5,6.62,"Chevrolet"
"3334",12,"Hyderabad",65000,"Diesel","Manual","First",22.32,1582,126.32,5,6.2,"Hyundai"
"3336",14,"Pune",71000,"Petrol","Manual","First",18.9,998,67.1,5,2,"Maruti"
"3337",12,"Chennai",70000,"Diesel","Manual","First",21.9,1396,88.8,5,4,"Hyundai"
"3338",13,"Mumbai",53000,"Petrol","Automatic","First",12.3,1781,163.2,5,9.5,"Audi"
"3340",9,"Mumbai",54000,"Petrol","Automatic","First",14.3,1598,103.52,5,6.11,"Skoda"
"3341",10,"Ahmedabad",51000,"Petrol","Manual","First",20.36,1197,78.9,5,3.75,"Hyundai"
"3344",12,"Pune",12600,"Petrol","Manual","First",20.92,998,67.1,5,2.4,"Maruti"
"3345",15,"Pune",80000,"Diesel","Manual","Fourth & Above",17.8,1248,75,5,2.15,"Maruti"
"3347",13,"Mumbai",32000,"Petrol","Manual","Second",15.6,1196,70,5,2.15,"Ford"
"3350",7,"Mumbai",7500,"Petrol","Manual","First",17.4,1497,117.3,5,11.15,"Honda"
"3352",10,"Ahmedabad",61000,"Diesel","Manual","First",25.8,1498,98.6,5,4.35,"Honda"
"3354",15,"Mumbai",61500,"Diesel","Automatic","Second",16.07,1995,181,5,8.5,"BMW"
"3355",7,"Kochi",42883,"Petrol","Manual","First",19.81,1086,68.05,5,4.27,"Hyundai"
"3356",12,"Jaipur",97000,"Diesel","Manual","Second",20.45,1461,83.8,5,4.25,"Renault"
"3357",14,"Bangalore",39525,"Petrol","Automatic","First",11.3,2360,170,5,9.25,"Mitsubishi"
"3358",7,"Kochi",35384,"Diesel","Manual","First",24.3,1248,88.5,5,8.61,"Maruti"
"3360",6,"Coimbatore",32189,"Diesel","Manual","First",23,1498,98.96,5,9.25,"Ford"
"3361",8,"Chennai",27000,"Diesel","Automatic","First",19.08,1582,126.2,5,8.6,"Hyundai"
"3362",6,"Coimbatore",22734,"Petrol","Manual","First",16.47,1198,74,5,7.53,"Volkswagen"
"3365",7,"Coimbatore",30933,"Petrol","Manual","First",18.16,1196,86.8,5,5.84,"Ford"
"3366",12,"Kolkata",27090,"Diesel","Automatic","First",18.53,1968,187.74,5,16.5,"Audi"
"3368",11,"Pune",45000,"Petrol","Manual","First",20.36,1197,78.9,5,3.55,"Hyundai"
"3369",6,"Hyderabad",11691,"Petrol","Manual","First",18.6,1197,81.83,5,8.9,"Hyundai"
"3370",18,"Hyderabad",121000,"Diesel","Manual","Second",16.4,1896,90,5,2.5,"Skoda"
"3371",14,"Hyderabad",118077,"Diesel","Manual","First",16.2,1493,110,5,3.85,"Hyundai"
"3372",12,"Chennai",36300,"Petrol","Automatic","Third",17.1,1591,121.4,5,7.5,"Hyundai"
"3373",19,"Mumbai",90000,"Petrol","Manual","Second",15.3,1341,61,5,1.8,"Hyundai"
"3375",9,"Mumbai",42000,"Diesel","Automatic","First",17.68,1968,174.33,5,24.25,"Audi"
"3377",12,"Kolkata",22000,"Diesel","Automatic","First",17.05,1995,184,5,11.5,"BMW"
"3379",12,"Hyderabad",42600,"Diesel","Manual","First",23,1396,90,5,4.99,"Hyundai"
"3380",6,"Coimbatore",12794,"Petrol","Automatic","First",19,1199,88.7,5,9.15,"Honda"
"3382",10,"Bangalore",8000,"Diesel","Automatic","Second",20,2143,107.3,5,19.75,"Mercedes-Benz"
"3383",6,"Coimbatore",82739,"Diesel","Automatic","First",16,2179,140,7,16.77,"Mahindra"
"3384",18,"Bangalore",193000,"Diesel","Manual","Third",13.6,2523,63,7,2.5,"Mahindra"
"3385",11,"Mumbai",7000,"Petrol","Automatic","First",17.97,1498,99.6,5,3.65,"Renault"
"3386",12,"Ahmedabad",60000,"Diesel","Automatic","Second",12.35,2179,187.74,5,23.5,"Land"
"3388",11,"Kochi",56344,"Petrol","Manual","First",17.6,1496,88.73,5,4.57,"Toyota"
"3389",10,"Mumbai",17858,"Petrol","Manual","First",17,1197,80,5,5.32,"Hyundai"
"3390",12,"Hyderabad",53000,"Petrol","Manual","First",20.36,1197,78.9,5,3.2,"Hyundai"
"3391",8,"Kochi",67906,"Diesel","Manual","First",25.2,1248,74,5,5.63,"Maruti"
"3392",9,"Hyderabad",19000,"Petrol","Manual","First",21.1,814,55.2,5,3,"Hyundai"
"3393",14,"Mumbai",67000,"Diesel","Automatic","Second",22.69,1995,190,5,9.25,"BMW"
"3394",13,"Delhi",80000,"Diesel","Manual","First",23.57,1396,70,5,1.2,"Tata"
"3395",9,"Delhi",61000,"Petrol","Manual","First",22.74,796,47.3,5,2.15,"Maruti"
"3397",10,"Ahmedabad",59000,"Petrol","Automatic","First",14.28,1798,138.03,5,11.5,"Toyota"
"3398",16,"Hyderabad",80931,"Petrol","Manual","First",17.92,1086,62.1,5,2.3,"Hyundai"
"3399",8,"Kolkata",34000,"Petrol","Manual","First",20.4,1197,81.8,5,4.95,"Maruti"
"3400",11,"Hyderabad",130000,"Diesel","Manual","First",21.64,1461,84.8,5,4.75,"Renault"
"3401",6,"Coimbatore",52380,"Diesel","Manual","First",24.3,1248,88.5,5,10.15,"Maruti"
"3402",13,"Kolkata",44000,"Petrol","Manual","First",18.06,1198,75,5,2.65,"Nissan"
"3403",9,"Hyderabad",84000,"Diesel","Manual","First",20,1399,68.05,5,3.8,"Ford"
"3404",7,"Kochi",41697,"Petrol","Automatic","First",13.1,1997,141.1,5,16.68,"Honda"
