"","X","Year","Age","Name","Location","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Mileage","Engine","Power","Seats","New_Price"
"399",399,2017,7,"Chevrolet Cruze LTZ AT","Coimbatore",31056,"Diesel","Automatic","First",14.81,1998,163.7,5,48.1027128730758
"400",400,2011,13,"Volkswagen Vento Petrol Highline","Pune",61000,"Petrol","Manual","First",15.04,1598,103.6,5,12.5754111297834
"401",401,2016,8,"Hyundai Xcent 1.2 Kappa AT SX Option","Kochi",34782,"Petrol","Automatic","First",16.9,1197,82,5,9.52077929388951
"402",402,2012,12,"Hyundai i10 Sportz 1.2","Coimbatore",31736,"Petrol","Manual","First",20.36,1197,78.9,5,7.07235725244138
"403",403,2014,10,"Nissan Terrano XV D Pre","Pune",75000,"Diesel","Manual","First",19.64,1461,108.5,5,16.82
"404",404,2014,10,"Mahindra Thar CRDe AC","Mumbai",15000,"Diesel","Manual","First",16.55,2498,105,6,12.7882894225531
"405",405,2016,8,"Ford Ecosport 1.5 DV5 MT Ambiente","Coimbatore",38503,"Diesel","Manual","First",22.7,1498,89.84,5,10.6969187986478
"406",406,2017,7,"Honda BRV i-DTEC V MT","Coimbatore",45353,"Diesel","Manual","First",21.9,1498,98.6,7,15.59
"407",407,2015,9,"Land Rover Range Rover HSE","Hyderabad",30000,"Diesel","Automatic","First",12.7,2179,187.7,5,51.8228873567697
"408",408,2011,13,"Toyota Etios G","Pune",69470,"Petrol","Manual","Second",17.6,1496,88.73,5,8.77250002071282
"409",409,2008,16,"Nissan Teana 230jM","Chennai",63288,"Petrol","Automatic","First",9.1,2349,190.885997656726,5,51.9248752196374
"410",410,2017,7,"Volkswagen Polo ALLSTAR 1.2 MPI","Coimbatore",25087,"Petrol","Manual","First",16.47,1198,74,5,6.68146101724148
"411",411,2015,9,"Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV","Hyderabad",134000,"Diesel","Manual","First",12.8,2494,102,7,17.7823080786988
"412",412,2015,9,"Chevrolet Cruze LTZ AT","Coimbatore",54955,"Diesel","Automatic","Third",14.81,1998,163.7,5,44.9192568672339
"413",413,2017,7,"Hyundai Verna CRDi 1.6 SX Option","Mumbai",28000,"Diesel","Manual","First",22,1582,126.2,5,15.57
"414",414,2015,9,"Honda Amaze S i-Dtech","Ahmedabad",45250,"Diesel","Manual","First",25.8,1498,98.6,5,12.066189327395
"415",415,2012,12,"Land Rover Discovery 4 SDV6 SE","Kochi",89190,"Diesel","Automatic","Second",11.4,2993,245.41,7,32.7568566844988
"416",416,2017,7,"Honda City i DTec VX Option BL","Coimbatore",48184,"Diesel","Manual","First",26,1498,98.6,5,12.5300048798208
"417",417,2015,9,"Maruti Swift Dzire VDI","Kolkata",42125,"Diesel","Manual","First",26.59,1248,74,5,8.95434548708804
"418",418,2017,7,"Nissan Micra XV CVT","Coimbatore",47052,"Petrol","Automatic","First",19.15,1198,75.94,5,9.51
"419",419,2011,13,"Hyundai i10 Sportz 1.2","Mumbai",67000,"Petrol","Manual","Second",20.36,1197,78.9,5,7.21819996817044
"420",420,2011,13,"Hyundai Santro GLS I - Euro II","Bangalore",43189,"Petrol","Manual","First",0,999,79.4920361503306,5,7.24261785296393
"421",421,2015,9,"Maruti Swift Dzire VDI","Pune",174889,"Diesel","Manual","First",26.59,1248,74,5,8.86556434222594
"422",422,2004,20,"Maruti Alto LXI","Pune",72135,"Petrol","Manual","First",19.7,796,46.3,5,4.50533323735369
"423",423,2017,7,"Maruti Vitara Brezza ZDi Plus Dual Tone","Delhi",17660,"Diesel","Manual","First",24.3,1248,88.5,5,11.75
"424",424,2009,15,"Honda Accord 2.4 A/T","Pune",120000,"Petrol","Automatic","First",11.7,2354,177.6,5,55.7761659704951
"425",425,2010,14,"Chevrolet Beat LT","Pune",29629,"Petrol","Manual","First",18.6,1199,76.8,5,7.25988391770675
"426",426,2016,8,"Maruti Swift VDI BSIV W ABS","Coimbatore",69564,"Diesel","Manual","First",17.8,1248,83.0398197043629,5,10.7241589270491
"427",427,2017,7,"Mercedes-Benz GLC 220d 4MATIC Sport","Kochi",34848,"Diesel","Automatic","First",17.9,2143,170,5,63.47
"428",428,2013,11,"Mahindra Xylo D4 BSIV","Kolkata",61000,"Diesel","Manual","First",14,2498,112,8,19.586589185075
"429",429,2015,9,"Datsun GO Plus T Petrol","Mumbai",21000,"Petrol","Manual","First",19.83,1198,67,7,6.7
"430",430,2015,9,"Jaguar XF 2.2 Litre Luxury","Kochi",27912,"Diesel","Automatic","First",16.36,2179,187.7,5,48.8871297480771
"431",431,2013,11,"Maruti SX4 VDI","Kochi",62909,"Diesel","Manual","First",21.5,1248,88.8,5,10.4318480009475
"432",432,2018,6,"Maruti Celerio VXI","Kochi",33140,"Petrol","Manual","First",23.1,998,67.04,5,4.77398823850561
"433",433,2014,10,"Volkswagen Vento 1.5 TDI Comfortline AT","Hyderabad",75000,"Diesel","Automatic","First",21.21,1498,103.2,5,24.0996967896236
"434",434,2017,7,"Ford EcoSport 1.5 TDCi Titanium","Kochi",25571,"Diesel","Manual","First",22.77,1498,98.59,5,12.3201790264942
"435",435,2002,22,"Hyundai Santro LS zipDrive Euro I","Chennai",120000,"Petrol","Manual","Fourth & Above",0,999,79.7382648053808,5,6.98688719434996
"436",436,2016,8,"Maruti Ertiga VDI","Kolkata",12020,"Diesel","Manual","First",20.77,1248,88.76,7,11.4203903633393
"437",437,2014,10,"Honda Brio VX AT","Mumbai",36665,"Petrol","Automatic","First",16.5,1198,86.8,5,10.468140669867
"438",438,2018,6,"Mitsubishi Pajero Sport 4X2 AT","Coimbatore",41502,"Diesel","Automatic","First",13.5,2477,175.56,7,34.1
"439",439,2011,13,"Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency","Pune",130000,"Diesel","Automatic","First",14.21,2143,203,5,48.8107118162102
"440",440,2017,7,"Maruti Swift VDI Optional","Bangalore",51000,"Diesel","Manual","First",25.2,1248,74,5,9.03447879280405
"441",441,2008,16,"Hyundai Accent GLE","Pune",103000,"Petrol","Manual","Second",13.2,1495,94,5,10.4064637694997
"442",442,2012,12,"Audi A4 2.0 TDI","Delhi",70000,"Diesel","Automatic","First",16.55,1968,147.51,5,48.546875175551
"443",443,2010,14,"Honda City 1.5 S MT","Delhi",56239,"Petrol","Manual","Second",17,1497,118,5,12.1717120118233
"444",444,2016,8,"BMW 3 Series 320d Sport","Ahmedabad",40000,"Diesel","Automatic","First",22.69,1995,190,5,56.6409106007084
"445",445,2018,6,"Renault KWID Climber 1.0 AMT","Kochi",19964,"Petrol","Automatic","First",22.5,999,67,5,5.31
"446",446,2012,12,"Mahindra Bolero VLX CRDe","Coimbatore",72246,"Diesel","Manual","First",13.6,2523,63,7,11.8350876751447
"447",447,2018,6,"Hyundai Creta 1.6 SX Diesel","Kolkata",15000,"Diesel","Manual","First",20.5,1582,126.2,5,15.24
"448",448,2016,8,"Tata Nano XT","Bangalore",14000,"Petrol","Manual","Fourth & Above",23.9,624,37.48,4,4.20154228199918
"449",449,2016,8,"Volkswagen Polo 1.2 MPI Highline","Pune",22764,"Petrol","Manual","First",16.2,1199,74,5,6.90705410633905
"450",450,2012,12,"Volkswagen Passat Diesel Highline 2.0 TDI","Pune",65000,"Diesel","Automatic","First",18.33,1968,167.7,5,52.1759951667901
"451",451,2016,8,"Isuzu MU 7 4x2 HIPACK","Kolkata",45000,"Diesel","Manual","First",12.08,2999,161,7,29.386853938412
"452",452,2017,7,"Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde","Coimbatore",32090,"Diesel","Automatic","First",13,2143,204,5,45.7810123045171
"453",453,2014,10,"Mahindra XUV500 W8 2WD","Pune",83000,"Diesel","Manual","First",15.1,2179,140,7,26.3527067510377
"454",454,2011,13,"Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde","Delhi",70000,"Diesel","Automatic","First",13,2143,204,5,47.4001924925834
"455",455,2013,11,"Mahindra XUV500 W8 2WD","Chennai",68000,"Diesel","Manual","First",16,2179,140,7,25.7220094993167
"456",456,2012,12,"Nissan Sunny 2011-2014 XL","Jaipur",105000,"Petrol","Manual","First",16.95,1498,97.7,5,10.3446378052304
"457",457,2006,18,"Hyundai Elantra GT","Hyderabad",88000,"Petrol","Manual","First",13,1795,127,5,24.2841752196885
"458",458,2007,17,"Honda Accord VTi-L AT","Mumbai",93000,"Petrol","Automatic","Second",11.1,2354,142,5,42.1078588870588
"459",459,2014,10,"Honda City i DTEC SV","Delhi",107000,"Diesel","Manual","First",26,1498,98.6,5,12.5038914893093
"460",460,2011,13,"Toyota Fortuner 4x4 MT","Pune",141844,"Diesel","Manual","First",12.55,2982,168.5,7,28.7115396324026
"461",461,2015,9,"Nissan Micra XV CVT","Coimbatore",32469,"Petrol","Automatic","First",19.34,1198,76,5,10.8072519936424
"462",462,2015,9,"Mahindra XUV500 W6 2WD","Kochi",56318,"Diesel","Manual","First",15.1,2179,140,7,23.6865647373873
"463",463,2017,7,"Mini Cooper 3 DOOR D","Coimbatore",26002,"Diesel","Automatic","First",20.7,1496,113.98,4,36.5
"464",464,2014,10,"Maruti Swift VDI BSIV","Pune",83000,"Diesel","Manual","First",25.2,1248,74,5,8.89647430045865
"465",465,2010,14,"Chevrolet Beat LS","Pune",80000,"Petrol","Manual","Second",18.6,1199,79.4,5,7.25164909427436
"466",466,2016,8,"Maruti Baleno Alpha 1.2","Chennai",56474,"Petrol","Manual","Second",21.4,1197,83.1,5,7.19433604127354
"467",467,2012,12,"Mercedes-Benz B Class B180 Sport","Mumbai",26000,"Petrol","Automatic","Second",14.8,1595,120.69,5,37.03
"468",468,2009,15,"Audi Q5 2008-2012 2.0 TFSI Quattro","Mumbai",49000,"Petrol","Automatic","Second",9.74,1984,208,5,66.1923148790137
"469",469,2010,14,"Skoda Laura 1.9 TDI AT Ambiente","Kochi",64132,"Diesel","Automatic","Second",17,1896,105,5,46.3556368164053
"470",470,2016,8,"Hyundai Creta 1.6 CRDi SX Option","Hyderabad",41810,"Diesel","Manual","First",19.67,1582,126.2,5,14.8899324084989
"471",471,2013,11,"BMW 7 Series 730Ld","Mumbai",60000,"Diesel","Automatic","First",16.46,2993,258,5,57.3774073106845
"472",472,2016,8,"Mercedes-Benz M-Class ML 350 4Matic","Coimbatore",22177,"Diesel","Automatic","First",0,2987,165,5,43.7099350370081
"473",473,2014,10,"Ford Figo Diesel ZXI","Chennai",100000,"Diesel","Manual","First",20,1399,68.05,5,9.29718543655826
"474",474,2012,12,"Skoda Laura Ambiente 2.0 TDI CR AT","Pune",75000,"Diesel","Automatic","First",20,1968,138.1,5,50.7354338099853
"475",475,2011,13,"Hyundai i20 1.4 CRDi Magna","Mumbai",68000,"Diesel","Manual","First",21.9,1396,90,5,10.7745207380355
"476",476,2016,8,"Toyota Innova 2.5 G (Diesel) 7 Seater","Kochi",43518,"Diesel","Manual","First",12.99,2494,100,7,18.2125603214902
"477",477,2012,12,"Maruti A-Star AT Vxi Aktiv","Pune",39100,"Petrol","Automatic","First",16.98,998,66.1,5,11.8154807299625
"478",478,2011,13,"Hyundai Verna 1.6 VTVT","Delhi",58000,"Petrol","Manual","First",17.01,1591,121.3,5,11.7151498685843
"479",479,2010,14,"Honda City 1.5 E MT","Mumbai",52000,"Petrol","Manual","First",17,1497,118,5,12.0960568893299
"480",480,2014,10,"BMW 3 Series 320d","Jaipur",80000,"Diesel","Automatic","First",13.2,1995,170,5,44.9093857927857
"481",481,2006,18,"Maruti Zen Estilo VXI BSIII","Jaipur",96000,"Petrol","Manual","Second",18.2,998,67.1,5,5.50306406784235
"482",482,2010,14,"Skoda Superb Elegance 1.8 TSI AT","Delhi",63000,"Petrol","Automatic","First",13.7,1798,157.75,5,34.8979535808933
"483",483,2014,10,"Audi Q3 2012-2015 35 TDI Quattro Premium","Hyderabad",50000,"Diesel","Automatic","First",15.73,1968,174.33,5,42.4475854099944
"484",484,2014,10,"Hyundai EON D Lite Plus","Hyderabad",15322,"Petrol","Manual","First",21.1,814,55.2,5,4.4651258225231
"485",485,2012,12,"Honda Brio E MT","Jaipur",47000,"Petrol","Manual","First",19.4,1198,86.8,5,7.08965085115426
"486",486,2011,13,"Volkswagen Vento Diesel Highline","Chennai",76041,"Diesel","Manual","First",20.54,1598,103.6,5,14.082104033084
"487",487,2009,15,"Hyundai Accent GLE","Kolkata",46000,"Petrol","Manual","First",13.2,1495,94,5,13.8046921935369
"488",488,2013,11,"Mahindra Bolero SLX","Jaipur",160000,"Diesel","Manual","Second",15.96,2523,62.1,7,10.86
"489",489,2015,9,"Maruti Celerio ZDi","Bangalore",17000,"Diesel","Manual","Second",27.62,793,47,5,8.93750127932947
"490",490,2014,10,"Hyundai Grand i10 CRDi Magna","Hyderabad",56000,"Diesel","Manual","First",24,1120,70,5,9.30325918979779
"491",491,2005,19,"Hyundai Getz GVS","Mumbai",35000,"Petrol","Manual","First",15.3,1341,61,5,5.69960399021403
"492",492,2015,9,"Toyota Innova 2.5 G (Diesel) 7 Seater","Coimbatore",54278,"Diesel","Manual","First",12.99,2494,100.6,7,19.8449019178375
"493",493,2015,9,"Hyundai Xcent 1.2 CRDi SX","Kolkata",39000,"Diesel","Manual","First",25.4,1186,73.97,5,8.85
"494",494,2013,11,"Audi A6 2011-2015 2.0 TDI Premium Plus","Bangalore",40000,"Diesel","Automatic","First",17.68,1968,174.33,5,52.8335130852276
"495",495,2013,11,"Ford EcoSport 1.5 Ti VCT AT Titanium","Kolkata",41000,"Petrol","Automatic","First",15.63,1499,110.4,5,22.6805782683285
"496",496,2011,13,"BMW 5 Series 530i Sport Line","Kolkata",30342,"Petrol","Automatic","First",15.56,1998,252,5,59.12
"497",497,2008,16,"Honda City ZX GXi","Mumbai",88000,"Petrol","Manual","Second",17.7,1497,78,5,7.09506463632175
"498",498,2018,6,"Maruti Wagon R VXI 1.2","Chennai",9000,"Petrol","Manual","First",21.5,1197,81.8,5,5.79
"499",499,2010,14,"Maruti Swift Dzire VDi","Delhi",70000,"Diesel","Manual","First",19.3,1248,73.9,5,9.1458823832777
"500",500,2011,13,"Volkswagen Polo Petrol Highline 1.2L","Kolkata",46279,"Petrol","Manual","First",16.47,1198,73.9,5,7.0312280958444
"501",501,2016,8,"Maruti Ritz LDi","Pune",105000,"Diesel","Manual","Second",23.2,1248,73.94,5,8.94896655056858
"502",502,2011,13,"Chevrolet Optra Magnum 2.0 LT","Chennai",130000,"Diesel","Manual","First",16.52,1991,123.7,5,14.58808510358
"503",503,2017,7,"Renault KWID RXL","Jaipur",30000,"Petrol","Manual","First",25.17,799,53.3,5,3.96
"504",504,2013,11,"Volkswagen Jetta 2013-2015 2.0L TDI Highline","Kolkata",54000,"Diesel","Manual","First",19.33,1968,138.03,5,28.9336759888144
"505",505,2010,14,"Ford Figo Diesel Titanium","Jaipur",65000,"Diesel","Manual","First",20,1399,68,5,9.71835689098979
"506",506,2010,14,"Maruti Swift Dzire VXi","Hyderabad",70000,"Petrol","Manual","First",17.5,1298,85.8,5,6.92727613185336
"507",507,2015,9,"Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde","Pune",46000,"Diesel","Automatic","First",13,2143,204,5,49.0948373656559
"508",508,2007,17,"Chevrolet Spark 1.0 LS","Pune",113000,"Petrol","Manual","First",18,995,62,5,6.83886173675877
"509",509,2016,8,"Hyundai Grand i10 Sportz","Jaipur",67310,"Petrol","Manual","First",18.9,1197,82,5,7.12518010038426
"510",510,2019,5,"Honda Jazz VX CVT","Pune",1015,"Petrol","Automatic","First",19,1199,88.7,5,10.55
"511",511,2011,13,"Honda City 1.5 S MT","Jaipur",83035,"Petrol","Manual","Second",17,1497,118,5,12.1202244163566
"512",512,2015,9,"Toyota Innova 2.5 G (Diesel) 7 Seater BS IV","Kolkata",36983,"Diesel","Manual","First",12.99,2494,100,7,17.1196120869492
"513",513,2010,14,"Chevrolet Cruze LTZ","Pune",76000,"Diesel","Manual","Third",18.3,1991,147.9,5,33.4092980843284
"514",514,2019,5,"Skoda Rapid 1.6 MPI AT Style Plus","Coimbatore",14148,"Petrol","Automatic","First",14.3,1598,103.52,5,24.9923165625539
"515",515,2011,13,"Maruti Ritz VDi","Kolkata",71428,"Diesel","Manual","First",21.1,1248,73.9,5,8.98414053273083
"516",516,2015,9,"Maruti Ritz ZXi","Mumbai",10500,"Petrol","Manual","Second",18.5,1197,85.8,5,7.1913606511014
"517",517,2010,14,"Honda City 1.5 S AT","Kochi",58997,"Petrol","Automatic","First",16.8,1497,118,5,17.2810030186673
"518",518,2015,9,"Maruti Celerio VXI","Delhi",39842,"Petrol","Manual","First",23.1,998,67.04,5,4.79424379329313
"519",519,2015,9,"Maruti Alto K10 LXI CNG","Kochi",47490,"CNG","Manual","First",32.26,998,58.2,4,4.86143720840669
"520",520,2009,15,"Tata Indica Vista Aqua 1.2 Safire","Jaipur",45000,"Petrol","Manual","First",15.8,1172,65,5,6.83085968280775
"521",521,2011,13,"Honda City i VTEC V","Hyderabad",80000,"Petrol","Manual","First",17.4,1497,117.3,5,13.0717451809268
"522",523,2015,9,"Skoda Rapid Ultima 1.6 TDI Ambition Plus","Coimbatore",55409,"Diesel","Manual","First",20.5,1598,103.5,5,12.5318071042881
"523",524,2009,15,"Maruti SX4 ZXI AT","Mumbai",77000,"Petrol","Automatic","First",12.6,1586,103.3,5,37.8061693952412
"524",526,2016,8,"Maruti Alto 800 LXI","Coimbatore",59491,"Petrol","Manual","First",22.74,796,47.3,5,4.15077459416866
"525",527,2007,17,"Mahindra Scorpio SLX 2.6 Turbo 8 Str","Hyderabad",51000,"Diesel","Manual","First",10.5,2179,120,7,22.4000488139148
"526",528,2017,7,"Maruti Baleno Zeta 1.2","Coimbatore",18725,"Petrol","Manual","First",21.4,1197,83.1,5,7.03984048488853
"527",529,2009,15,"BMW X3 2.5si","Bangalore",92000,"Petrol","Automatic","First",11.5,2497,218,5,62.4285949641599
"528",530,2013,11,"Maruti Ritz VDi","Coimbatore",61450,"Diesel","Manual","First",21.1,1248,73.9,5,9.90742813881382
"529",531,2016,8,"Hyundai EON 1.0 Kappa Magna Plus","Coimbatore",18592,"Petrol","Manual","First",20.3,998,68.05,5,6.6745717024186
"530",532,2013,11,"Chevrolet Enjoy 1.3 TCDi LTZ 7","Bangalore",65137,"Diesel","Manual","Second",18.2,1248,73.74,7,10.1145810468027
"531",533,2011,13,"Volkswagen Polo Diesel Comfortline 1.2L","Pune",83000,"Diesel","Manual","Second",22.07,1199,73.9,5,9.28210541783658
"532",534,2013,11,"Hyundai Verna 1.6 CRDi EX AT","Delhi",37000,"Diesel","Automatic","First",22.32,1582,126.3,5,27.333605648134
"533",535,2017,7,"Honda BRV i-VTEC V CVT","Coimbatore",14052,"Petrol","Automatic","First",16,1497,117.3,7,15.73
"534",536,2011,13,"Hyundai i10 Magna 1.2","Coimbatore",45086,"Petrol","Manual","First",20.36,1197,78.9,5,7.00987544898738
"535",537,2016,8,"Maruti Wagon R VXI BS IV","Bangalore",25400,"Petrol","Manual","Second",20.51,998,67.04,5,5.17625406773262
"536",538,2008,16,"Toyota Innova 2.5 G4 Diesel 8-seater","Hyderabad",194500,"Diesel","Manual","First",12.8,2494,102,8,13.957101527445
"537",539,2014,10,"Toyota Innova 2.5 V Diesel 8-seater","Pune",89000,"Diesel","Manual","First",12.8,2494,102,8,18.9962969357884
"538",540,2012,12,"Hyundai Verna 1.4 CX","Kolkata",50000,"Diesel","Manual","First",23.5,1396,88.7,5,9.11579034952082
"539",541,2012,12,"Hyundai i20 Sportz AT 1.4","Pune",76551,"Petrol","Automatic","First",15,1396,98.6,5,21.6347945499513
"540",542,2017,7,"Volkswagen Polo 1.2 MPI Highline","Mumbai",9700,"Petrol","Manual","First",16.2,1199,74,5,6.78811852780003
"541",543,2013,11,"Hyundai Verna 1.6 EX VTVT","Mumbai",58000,"Petrol","Manual","First",17.01,1591,121.3,5,12.8159237776094
"542",544,2013,11,"Hyundai i20 Magna Optional 1.2","Kolkata",46000,"Petrol","Manual","Second",18.5,1197,82.9,5,7.16083719241155
"543",545,2014,10,"Hyundai Elantra CRDi SX","Bangalore",72017,"Diesel","Manual","First",22.7,1582,126.24,5,14.7212386176756
"544",546,2015,9,"Ford EcoSport 1.5 TDCi Titanium","Kolkata",54407,"Diesel","Manual","First",22.77,1498,98.59,5,12.4020634686205
"545",547,2012,12,"Toyota Innova 2.5 VX (Diesel) 8 Seater","Hyderabad",147000,"Diesel","Manual","First",12.99,2494,100,8,18.9459236178697
"546",548,2015,9,"Audi Q3 35 TDI Quattro Premium Plus","Jaipur",61000,"Diesel","Automatic","First",15.73,1968,174.33,5,46.0586551604001
"547",549,2016,8,"Skoda Rapid 1.6 MPI AT Style","Mumbai",18856,"Petrol","Automatic","First",14.3,1598,103.52,5,22.3758876539674
"548",550,2011,13,"BMW X6 xDrive30d","Hyderabad",76000,"Diesel","Automatic","First",11.2,2993,241,4,68.4311638122882
"549",551,2017,7,"Mahindra KUV 100 D75 K8 5Str","Delhi",17700,"Diesel","Manual","First",25.32,1198,77,5,8.91
"550",552,2014,10,"Nissan Micra Diesel XV","Kochi",82267,"Diesel","Manual","First",23.08,1461,63.1,5,9.38768982549988
"551",553,2018,6,"Honda City i VTEC CVT VX","Kochi",27041,"Petrol","Automatic","First",18,1497,117.3,5,18.8780559624703
"552",554,2014,10,"Maruti Alto K10 VXI","Bangalore",63000,"Petrol","Manual","Second",24.07,998,67.1,5,4.7
"553",555,2008,16,"Maruti Wagon R VXI Minor","Hyderabad",61000,"Petrol","Manual","First",18.9,1061,67,5,5.63717791834886
"554",556,2018,6,"Mahindra TUV 300 2015-2019 T8","Kochi",28466,"Diesel","Manual","First",18.49,1493,100,7,13.7269384917571
"555",557,2002,22,"Hyundai Santro LS zipPlus","Kolkata",80000,"Petrol","Manual","First",0,1086,79.4533410861248,5,7.66888637008773
"556",558,2013,11,"Hyundai EON Era Plus","Delhi",35373,"Petrol","Manual","First",21.1,814,55.2,5,4.80828185235783
"557",559,2014,10,"Tata New Safari DICOR 2.2 EX 4x2","Jaipur",51000,"Diesel","Manual","First",11.57,2179,138.1,7,23.5759109777276
"558",560,2013,11,"Audi A6 2011-2015 2.0 TDI","Mumbai",49000,"Diesel","Automatic","First",17.68,1968,174.33,5,49.9914948272995
"559",561,2015,9,"Nissan Sunny Diesel XV","Kolkata",41000,"Diesel","Manual","First",22.71,1461,84.8,5,8.9483077466489
"560",562,2011,13,"Toyota Innova 2.5 G4 Diesel 7-seater","Bangalore",82831,"Diesel","Manual","Second",12.8,2494,102,7,20.875828851805
"561",563,2010,14,"Honda City 1.5 E MT","Mumbai",52000,"Petrol","Manual","First",17,1497,118,5,12.0827543285288
"562",564,2015,9,"Maruti Swift VDI BSIV","Hyderabad",39736,"Diesel","Manual","First",25.2,1248,74,5,9.05907450313115
"563",565,2014,10,"Renault Duster 110PS Diesel RxL","Mumbai",26500,"Diesel","Manual","First",19.01,1461,108.45,5,13.7969952049568
"564",566,2010,14,"Maruti Dzire VXI","Mumbai",40000,"Petrol","Manual","First",22,1197,81.8,5,7.67
"565",567,2019,5,"Jeep Compass 2.0 Limited Option 4X4","Coimbatore",5752,"Diesel","Manual","First",16.3,1956,170,5,27.56
"566",568,2015,9,"Nissan Terrano XV D Pre","Chennai",54000,"Diesel","Manual","Second",19.64,1461,108.5,5,17
"567",569,2014,10,"Maruti Wagon R LXI","Kolkata",54841,"Petrol","Manual","First",22.5,998,67.04,5,4.75
"568",570,2014,10,"Ford Ecosport 1.5 DV5 MT Titanium","Hyderabad",34000,"Diesel","Manual","First",22.7,1498,89.84,5,10.2495688233454
"569",571,2012,12,"Honda Brio E MT","Ahmedabad",16000,"Petrol","Manual","First",19.4,1198,86.8,5,7.00321528181599
"570",572,2009,15,"Ford Fiesta 1.4 SXi TDCi","Pune",134000,"Diesel","Manual","First",17.8,1399,80.6009546866603,5,10.2334720855948
"571",573,2017,7,"Skoda Superb L&K 2.0 TDI AT","Mumbai",24000,"Diesel","Automatic","First",18.19,1968,174.5,5,40.73
"572",574,2013,11,"Mahindra Xylo E8","Bangalore",60000,"Diesel","Manual","First",14,2498,112,8,19.6274419672542
"573",575,2015,9,"Hyundai EON 1.0 Era Plus","Kochi",58469,"Petrol","Manual","First",20.3,998,68.05,5,5.62485899457532
"574",576,2011,13,"Volkswagen Polo Diesel Highline 1.2L","Pune",110000,"Diesel","Manual","Second",22.07,1199,73.9,5,9.18073515533469
"575",577,2018,6,"Hyundai Elantra 2.0 SX Option AT","Kochi",21127,"Petrol","Automatic","First",14.62,1999,149.92,5,21.77
"576",578,2013,11,"Toyota Innova 2.0 V","Pune",56000,"Petrol","Manual","First",12.4,1998,132,8,21.8161300355791
"577",579,2014,10,"Mahindra Xylo H9","Mumbai",101000,"Diesel","Manual","First",14.02,2179,118.3,8,23.9737880055388
"578",580,2018,6,"Hyundai i20 1.2 Magna Executive","Hyderabad",13664,"Petrol","Manual","First",18.6,1197,81.83,5,7.18548162633204
"579",581,2014,10,"Renault Duster Adventure Edition","Mumbai",65371,"Diesel","Manual","First",19.01,1461,108.45,5,14.4276183042801
"580",582,2014,10,"Hyundai Verna VTVT 1.6 SX","Delhi",70428,"Petrol","Manual","First",17,1591,121.3,5,11.47
"581",583,2012,12,"Hyundai Verna 1.6 CRDI","Bangalore",69010,"Diesel","Manual","First",22.32,1582,126.3,5,14.7062796663317
"582",584,2017,7,"Maruti Alto 800 2016-2019 LXI","Kolkata",68000,"Petrol","Manual","First",24.7,796,47.3,5,4.37364750065987
"583",585,2012,12,"Nissan Sunny 2011-2014 Diesel XL","Kolkata",45000,"Diesel","Manual","First",21.64,1461,84.8,5,10.0176308756127
"584",586,2017,7,"Maruti Swift Dzire Vdi BSIV","Ahmedabad",55945,"Diesel","Manual","First",19.3,1248,73.9,5,9.25720624173709
"585",587,2013,11,"Chevrolet Sail Hatchback LS ABS","Hyderabad",70000,"Diesel","Manual","First",22.1,1248,76.9,5,9.37448115943259
"586",588,2014,10,"Maruti Wagon R LXI","Mumbai",12000,"Petrol","Manual","First",18.9,998,67.1,5,5.09433667759706
"587",589,2019,5,"Toyota Corolla Altis VL AT","Coimbatore",10660,"Petrol","Automatic","First",14.28,1798,138.03,5,28.0092876540726
"588",590,2012,12,"Toyota Etios G","Delhi",52052,"Petrol","Manual","First",16.78,1496,88.73,5,11.6160850814062
"589",591,2012,12,"Mercedes-Benz New C-Class 220 CDI AT","Chennai",62940,"Diesel","Automatic","Second",14.84,2143,170,5,45.3768969416409
"590",592,2012,12,"Hyundai Santro Xing GL Plus","Kolkata",102000,"Petrol","Manual","First",17.92,1086,62.1,5,5.5057769308718
"591",593,2012,12,"Volkswagen Vento Diesel Highline","Chennai",60000,"Diesel","Manual","First",20.54,1598,103.6,5,12.8579561840205
"592",594,2013,11,"Nissan Sunny 2011-2014 XL AT Special Edition","Pune",66000,"Petrol","Automatic","First",17.97,1498,99.6,5,13.1818323122974
"593",595,2012,12,"Honda Brio 1.2 VX MT","Hyderabad",41000,"Petrol","Manual","First",18.5,1198,86.8,5,7.08
"594",596,2005,19,"Honda CR-V 2.4 4WD AT","Chennai",135000,"Petrol","Automatic","Third",10.1,2354,152,5,57.2102748507561
"595",597,2012,12,"Honda City 1.5 S AT","Pune",72000,"Petrol","Automatic","First",16.8,1497,116.4,5,18.9672630373083
"596",598,2014,10,"Mercedes-Benz New C-Class C 220 CDI Celebration Edition","Delhi",55000,"Diesel","Automatic","First",11.78,2143,167.62,5,53.8307885983572
"597",599,2016,8,"Ford Ecosport 1.0 Ecoboost Titanium","Coimbatore",37354,"Petrol","Manual","First",18.88,999,123.37,5,10.6309675900589
